question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
DA_2650,What is the main advantage of vectorized execution engines?,Process batches of rows more efficiently than row-at-a-time execution,Reduce storage size,Increase normalization,Eliminate indexing,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2651,Why is interference between experimental units problematic?,Treatment effects may spill over between groups,It increases sample size,It improves significance,It reduces variance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2652,Which method estimates causal effects by comparing outcomes before and after treatment across groups?,Difference-in-Differences,Principal Components Analysis,K-Means Clustering,Exponential Smoothing,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2653,What is the primary objective of factorial experiments?,Evaluate multiple factors and interactions simultaneously,Reduce sample size,Increase variance,Create confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2654,Which forecasting challenge occurs when seasonal patterns change over time?,Concept Drift,Seasonal Drift,Selection Bias,Variance Inflation,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2655,Why is balance checking important after random assignment?,Verify treatment and control groups remain comparable,Increase statistical power,Reduce sample size,Improve forecasting,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2656,What does Bayesian posterior probability represent?,Updated belief after observing data,Forecast accuracy only,Sampling variance,Model complexity,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2657,Which forecasting method combines trend and seasonality using smoothing parameters?,Holt-Winters Method,Chi-Square Test,Random Forest,K-Means Clustering,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2658,What is the primary risk of p-hacking?,Artificially increasing false positive findings,Reducing sample size,Increasing confidence levels,Improving causal inference,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2659,Which experiment metric is most relevant when evaluating customer retention interventions?,Incremental Retention Rate,Page Views,Session Duration,Bounce Rate,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2660,Why is model recalibration sometimes necessary in forecasting?,Relationships between predictors and outcomes may change over time,To reduce storage costs,To improve indexing,To increase sample size,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2661,What is the purpose of instrumental variable analysis?,Estimate causal effects when confounding exists,Forecast future demand,Reduce dimensionality,Improve query performance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2662,Which scenario most benefits from multivariate experimentation?,Testing multiple webpage elements simultaneously,Forecasting monthly sales,Optimizing SQL joins,Performing clustering,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2663,What is the main objective of uplift targeting?,Focus treatment on individuals most likely to benefit,Increase total sample size,Reduce treatment costs only,Eliminate confounding,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2664,Which metric measures systematic forecast overestimation or underestimation?,Forecast Bias,RMSE,MAPE,R-Squared,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2665,Why are sensitivity analyses critical for strategic decisions?,They reveal how robust conclusions are to assumption changes,They guarantee accuracy,They remove uncertainty,They reduce variance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2666,Which forecasting problem occurs when external shocks invalidate historical relationships?,Structural Break,Autocorrelation,Sampling Error,Multicollinearity,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2667,What is the purpose of treatment effect confidence intervals?,Quantify uncertainty around causal effect estimates,Increase significance,Reduce sample size,Improve forecasts,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2668,Which experiment design is best when treatments may have interaction effects?,Factorial Design,Simple Random Sample,Cross-Sectional Study,Case-Control Study,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2669,Why is cross-validation less appropriate for standard time series forecasting?,It may violate temporal ordering assumptions,It increases variance,It requires large samples,It prevents forecasting,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2670,What is the primary purpose of scenario forecasting?,Evaluate multiple plausible future outcomes,Increase statistical power,Normalize variables,Improve query speed,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2671,What is the key advantage of Bayesian A/B testing?,Direct probability statements about treatment superiority,Guaranteed significance,Smaller datasets only,No assumptions required,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2672,Which metric is commonly used to compare nested forecasting models?,Likelihood Ratio Statistic,Page Views,Precision Score,Lift,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2673,Why is treatment randomization important for internal validity?,It reduces confounding and selection bias,It increases variance,It guarantees external validity,It improves forecasting,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2674,What is a major limitation of observational causal studies?,Unobserved confounding may remain,Sample sizes are always small,Forecasts become biased,Experiments cannot be compared,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2675,Which forecasting evaluation metric is least sensitive to extreme outliers?,Median Absolute Error,RMSE,Mean Squared Error,Variance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2676,What is the primary objective of customer incrementality measurement?,Determine additional outcomes directly attributable to interventions,Measure total activity only,Reduce storage costs,Increase forecasting accuracy,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2677,Why is forecast explainability increasingly important in business analytics?,Stakeholders need to understand drivers of predictions,It improves SQL performance,It reduces variance,It eliminates uncertainty,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2678,Which concept measures whether experiment findings generalize to broader populations?,External Validity,Internal Consistency,Sampling Variance,Forecast Bias,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2679,What is the purpose of ensemble forecasting?,Combine multiple models to improve robustness and accuracy,Reduce storage requirements,Increase variance,Replace experimentation,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2680,What is the ultimate value of advanced experimentation frameworks?,Providing reliable evidence for strategic business decisions,Reducing query execution time,Improving normalization,Increasing dashboard complexity,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2681,Which execution plan operator is most likely to benefit from partition elimination in a large fact table?,Table Scan,Partitioned Index Scan,Sort,Compute Scalar,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2682,What is the primary advantage of a star schema over a highly normalized schema for analytics?,Reduced storage only,Faster analytical query performance through simplified joins,Improved transaction processing,Automatic indexing,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2683,Which factor most directly influences cardinality estimation accuracy?,Query formatting,Data distribution statistics,Table naming conventions,User permissions,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2684,Why can parameter sniffing cause inconsistent query performance?,Execution plans may be optimized for non-representative parameter values,Indexes become corrupted,Statistics are deleted,Joins are disabled,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2685,Which SQL optimization technique reduces data transfer in federated queries?,Recursive CTEs,Predicate Pushdown,Window Functions,NTILE(),B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2686,What is the main purpose of database query hints?,Force specific optimizer behaviors when necessary,Create indexes automatically,Normalize tables,Reduce storage usage,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2688,Why is index selectivity important?,Highly selective indexes generally improve lookup efficiency,It reduces storage automatically,It eliminates joins,It prevents locking,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2689,Which query pattern benefits most from partition pruning?,Filtering on partition key columns,Using CROSS JOIN,Selecting all rows,Updating every record,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2690,What is the purpose of LEAD() in SQL analytics?,Access subsequent row values without self-joins,Rank rows,Create partitions,Calculate aggregates,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2691,Which experiment design is most effective for testing multiple independent variables and their interactions?,A/B Testing,Factorial Design,Cohort Analysis,Time Series Analysis,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
